"fielder_pos","inning","batting_run_differential","outs_on_play","runs_on_play","throw","exchange","throw_dist","time_to_catch","ball_vx_0","ball_vz_0","ball_vy_0","ball_v_0","ball_ax_0","ball_az_0","ball_ay_0","ball_apex_x","ball_apex_y","ball_apex_z","player_px_7_0","player_py_7_0","player_px_8_0","player_py_8_0","player_px_9_0","player_py_9_0","landing_location_x","landing_location_y","launch_angle","launch_direction","launch_speed","runner_season_top_velo","runner_id","fielder_id","fielding_team_id","hitting_team_id","play_id","fielder_distance_x","fielder_distance_y"
7,8,6,"no_out","run",93.071,1.133,231.851,3.07,-28.76788,32.12093,75.56182,86.99962,0.89561,-23.43621,-28.35846,-69.52446,133.40868,36.93522,-129.227,237.564,-24.858,297.531,124.791,276.432,-151.74257,228.46449,22.0178,-20.37956,88.35256,9.022,204,407,18,22,1756,-22.51557,-9.09950999999998
7,2,0,"no_out","no_run",85.498,1.101,201.823,5.272,-18.72973,58.46129,55.94213,83.05448,3.06214,-29.2977,-33.18341,-67.28357,124.31662,104.27192,-131.668,234.657,-14.323,302.555,138.83,267.327,-141.98013,208.69335,44.28665,-17.69967,85.6445,9.022,204,487,5,22,1757,-10.31213,-25.96365
8,3,-1,"no_out","run",93.262,1.067,244.286,4.871,10.81654,45.66332,66.02953,81.00639,0.42792,-21.30652,-25.82851,24.03726,173.26599,80.51551,-147.523,258.837,-18.614,321.665,128.066,273.981,40.49836,309.32748,34.43798,9.3955,82.44636,9.02,204,240,14,22,1763,59.11236,-12.33752
8,6,3,"no_out","run",78.726,1.202,137.332,5.505,-12.78051,53.19818,71.87574,90.33001,0.87154,-22.78018,-34.38451,-18.43842,195.57838,102.60169,-137.504,261.433,22.157,327.69,132.568,240.404,-11.25993,338.02334,36.19746,-10.28355,92.07638,8.711,204,550,3,10,1768,-33.41693,10.33334
8,7,-5,"no_out","run",72.6,1.07,183,2.899,-0.38513,27.40613,104.36469,107.90382,7.8604,-21.06149,-32.15121,7.73002,186.16327,31.58839,-130.58018,284.33289,24.44733,328.12622,143.78578,270.63112,27.19786,335.32957,15.12521,-0.63758,108.94551,8.621,204,439,1,30,1769,2.75053,7.20335
9,8,9,"no_out","run",76.1,1.57,173,4.834,17.84754,53.99199,64.45349,85.95302,2.03211,-23.54697,-32.95086,41.54618,109.1703,86.773,-136.0401,250.34089,-18.61812,314.3121,98.45174,260.72498,128.1663,273.47086,40.0436,15.45792,87.11626,8.621,204,398,27,30,1771,29.71456,12.74588
8,0,-1,"no_out","no_run",93.663,0.966,215.887,3.704,-3.25265,31.91058,74.11672,80.75985,1.33041,-20.78208,-20.37793,2.2271,163.24089,44.91107,-128.558,268.175,24.393,304.136,147.144,253.042,19.53646,284.42913,23.51819,-2.64473,81.90985,8.654,205,63,8,25,1772,-4.85654,-19.70687
8,8,-7,"no_out","run",68.453,0.767,15.665,4.905,-2.1866,42.51966,85.05542,95.11638,1.71784,-18.26229,-33.64504,-14.29796,218.75562,76.5823,-155.636,250.018,-18.707,305.62,129.458,274.506,-37.14275,373.51576,26.63503,-1.34433,96.63487,8.654,205,187,20,25,1773,-18.43575,67.89576
9,8,3,"no_out","run",64.932,1.335,158.953,5.406,20.60577,54.72468,64.59821,87.1339,-3.35618,-26.71955,-33.80051,63.93272,174.38869,101.8109,-143.711,247.876,-18.912,316.687,111.627,279.727,109.55421,300.20684,38.20717,17.91467,88.79605,8.654,205,100,8,25,1774,-2.07279,20.47984
9,4,0,"no_out","run",88.094,1.101,190.294,3.104,24.01502,26.17068,77.79426,85.51943,1.00403,-24.02968,-27.79466,59.32763,142.5217,34.6418,-110.099,251.156,25.134,271.137,127.378,214.368,120.47929,241.58606,17.98755,16.79746,86.85599,8.654,205,249,26,25,1776,-6.89870999999999,27.21806
7,1,-1,"no_out","run",78.257,1.068,165.844,4.571,-25.7384,42.36094,69.07954,85.02292,1.966,-22.62036,-29.83686,-65.3025,172.4332,72.09255,-122.313,251.971,20.338,309.569,127.543,214.265,-115.11895,304.59176,29.98863,-20.34429,86.38133,8.654,205,33,14,25,1777,7.19405,52.62076
8,7,0,"no_out","run",85.167,1.201,201.185,4.504,-8.81355,40.2949,74.22934,84.91968,1.78651,-19.56682,-30.68182,-7.72363,182.51111,67.80572,-143.947,267.773,-8.933,307.791,132.594,232.95,4.05886,316.38746,28.47735,-6.99866,86.27558,8.705,205,226,22,25,1779,12.99186,8.59645999999998
8,1,2,"no_out","no_run",46.521,1.3,87.647,5.939,-9.49046,66.531,51.06261,84.4028,0.5289,-31.82815,-33.93226,-18.94639,125.39032,133.3425,-115.265,273.045,12.374,308.641,128.614,258.007,-29.80848,223.0755,52.20998,-10.46066,85.96047,8.705,205,306,20,25,1780,-42.18248,-85.5655
9,6,5,"no_out","run",54.962,1.234,135.521,2.937,28.027,26.84814,89.57742,97.62402,1.22639,-25.0959,-32.62075,56.74968,160.78216,32.28823,-135.494,252.687,-14.11,322.157,126.591,261.819,105.76338,288.25428,16.16306,17.14503,99.05169,8.595,205,169,23,25,1782,-20.82762,26.43528
8,1,3,"no_out","run",80.359,1.268,186.854,5.272,16.61754,47.30783,77.92836,92.66609,1.78651,-19.56682,-30.68182,41.8454,195.39709,88.31599,-125.321,272.079,12.882,314.206,129.566,255.775,65.43182,329.26954,30.67488,11.98428,94.47268,8.595,205,366,28,25,1783,52.54982,15.06354
8,6,4,"no_out","no_run",89.976,1.001,173.884,4.638,10.36377,44.76185,58.1224,74.08943,1.11316,-22.79764,-27.70257,25.63876,151.35533,76.25796,-129.046,258.309,-17.841,314.692,122.92,272.406,42.84859,270.57855,37.32372,10.09112,75.28799,8.207,205,212,29,25,1786,60.68959,-44.11345
9,7,-1,"no_out","no_run",100.971,1.367,205.174,2.67,31.97089,30.54768,86.2461,96.92104,1.22639,-25.0959,-32.62075,65.7807,141.02968,31.66892,-140.511,258.894,-20.054,329.041,145.403,278.961,142.7174,256.49084,18.80379,19.91404,98.28226,8.207,205,283,23,25,1788,-2.68559999999999,-22.47016
7,8,-9,"no_out","run",87.4,0.83,151,5.568,-14.12846,61.67111,63.28934,89.4901,-3.93641,-31.03272,-35.54939,-58.76785,153.08284,114.49251,-132.83072,261.38741,-22.23451,317.22695,123.09299,293.72117,-125.38685,255.77859,43.84769,-11.87427,90.79973,8.332,205,312,23,25,1795,7.44387000000002,-5.60881999999998
8,3,2,"no_out","no_run",83.4,1.4,152,3.633,6.28271,35.01983,70.72546,79.1704,8.63138,-21.45796,-22.47937,28.29521,151.25468,48.82478,-96.00424,292.26709,63.39217,312.98018,155.77088,212.04578,71.03473,267.43712,26.13802,4.83919,81.56851,8.332,205,350,1,25,1796,7.64256,-45.54306
7,0,2,"no_out","run",81.8,1.77,193,3.667,-30.20243,38.34145,88.10041,100.71711,-6.76265,-25.85318,-34.19249,-86.2946,175.60825,49.81155,-139.3569,264.9488,-9.64034,310.40106,126.63386,272.48373,-181.82153,292.02007,21.82671,-18.87917,101.84787,8.332,205,382,16,25,1797,-42.46463,27.07127
7,6,-3,"no_out","no_run",86.524,1.066,234.573,2.636,-38.17939,27.1126,80.4429,93.07964,-0.62597,-24.36432,-27.17792,-75.16242,128.14478,29.36731,-150.198,251.594,-15.717,317.666,143.207,260.928,-161.47208,226.22466,17.23571,-25.02101,94.42531,8.384,207,417,1,14,1806,-11.27408,-25.36934
7,4,-1,"no_out","run",68.771,1.402,159.533,3.87,-31.01132,37.44132,76.61243,90.73598,1.05194,-23.00382,-28.87653,-91.18331,160.13918,54.5175,-129.982,259.161,-20.382,302.085,113.828,286.735,-190.88365,255.89816,24.59848,-21.62265,92.10756,8.384,207,158,1,14,1807,-60.90165,-3.26284000000001
7,2,1,"no_out","run",82.422,1.24,141.445,4.24,-23.70062,40.35776,80.92381,93.48332,1.05194,-23.00382,-28.87653,-83.01474,179.12315,62.77435,-144.152,256.592,-27.922,290.086,110.802,248.342,-173.39985,284.45644,25.75913,-15.92169,94.92453,7.638,208,159,15,23,1809,-29.24785,27.86444
8,8,6,"no_out","run",66.165,1.167,188.737,4.037,-11.46418,34.01104,86.68495,93.82142,1.59364,-19.03262,-31.4839,-33.92218,205.65446,53.34034,-146.282,248.329,-10.296,307.147,114.551,260.183,-66.94774,363.10422,21.39781,-7.42023,95.11006,8.103,208,35,28,20,1811,-56.65174,55.95722
7,4,0,"no_out","no_run",80.432,1,117.965,5.405,-9.16848,64.65466,41.83247,77.55154,-1.59601,-31.94873,-27.9274,-43.68575,105.74049,116.76024,-141.573,262.067,16.044,301.593,149.66,257.942,-89.05253,185.93192,56.48842,-11.45747,79.20627,8.103,208,322,13,20,1813,52.52047,-76.13508
9,4,2,"no_out","run",88.937,1.768,210.564,2.502,24.66873,24.54851,79.21418,86.52204,1.00403,-24.02968,-27.79466,42.86137,122.23643,24.14136,-128.211,247.974,-3.289,289.701,116.732,241.847,87.26772,226.18764,16.91105,17.14019,87.55352,8.19,208,202,7,20,1816,-29.46428,-15.65936
8,0,0,"no_out","no_run",80.038,1.201,116.904,4.237,-6.30507,41.18503,48.95377,64.284,1.28832,-23.74272,-22.12691,-12.49314,114.03006,65.9662,-129.556,238.943,-9.581,281.879,140.793,237.449,-15.01406,204.1344,40.20131,-7.34511,65.34982,8.19,208,179,2,20,1817,-5.43306,-77.7446
8,4,-4,"no_out","run",63.787,1.901,166.599,4.671,1.30743,39.42101,82.12976,91.10995,0.76008,-19.19507,-28.07595,-4.75431,207.88696,68.90671,-125.431,275.221,13.251,318.417,135.045,260.995,-21.12575,357.71084,25.71813,1.01281,92.53334,8.19,208,460,17,20,1818,-34.37675,39.29384
8,2,1,"no_out","run",98.006,1.468,243.19,3.003,13.25518,26.04306,90.99089,95.56821,1.28469,-20.34781,-29.28107,20.69687,170.04611,30.90048,-139.451,236.169,-21.162,312.833,120.434,272.633,30.60177,305.84611,16.10414,8.3832,96.87735,7.782,208,222,10,7,1822,51.76377,-6.98689000000002
9,8,1,"no_out","run",79.079,1.468,161.226,3.737,36.93205,38.21154,63.53197,77.01443,1.02928,-23.11101,-27.288,92.51681,140.19766,51.86294,-136.821,242.782,6.901,320.141,128.856,257.841,179.21362,245.4257,27.91088,29.97256,83.91358,7.782,208,294,12,7,1823,50.35762,-12.4153
9,5,-1,"no_out","run",64.062,1.535,133.863,4.238,16.31538,40.89441,70.92699,83.48163,0.59593,-20.15794,-23.43175,60.01621,163.47167,64.33187,-133.102,260.295,-9.425,312.882,119.671,240.042,129.5797,277.34344,29.57953,12.55258,84.71138,8.897,209,331,4,3,1829,9.9087,37.30144
8,9,-5,"no_out","run",82.978,1.001,167.864,4.704,4.82739,42.86012,80.88609,91.66708,0.76008,-19.19507,-28.07595,33.88862,197.6629,72.39465,-144.565,289.864,16.039,321.335,136.578,250.122,88.31521,329.47205,27.98508,3.18001,93.17111,8.656,209,384,15,2,1831,72.27621,8.13705000000004
7,2,1,"no_out","run",73.58,1.24,195.126,4.64,-25.59318,39.21444,72.54861,86.34861,1.05194,-23.00382,-28.87653,-62.75755,193.08008,69.11227,-128.953,251.266,-10.869,314.93,120.015,248.094,-104.465,334.64047,27.18289,-19.15558,87.81819,8.017,210,291,15,29,1833,24.488,83.37447
9,9,-4,"no_out","no_run",81.9,1.201,172.309,6.073,4.83302,67.88042,64.25516,93.59399,-0.67352,-27.31559,-35.17692,29.83641,175.47313,140.01143,-133.14,291.439,18.082,331.774,136.343,255.67,63.09128,315.30933,46.41858,4.25215,94.28279,7.719,210,196,19,29,1834,-73.25172,59.63933
7,9,-7,"no_out","run",68.752,1.869,144.125,3.77,-10.99612,33.16962,74.37555,82.17579,0.56772,-20.1635,-21.83802,-37.66083,163.55928,47.72415,-124.561,280.457,30.716,335.379,143.499,269.04,-84.19829,282.8236,24.02762,-8.17372,83.37721,8.012,210,313,17,29,1843,40.36271,2.36660000000001
9,4,0,"no_out","run",60.874,1.401,152.658,3.971,28.41637,40.68744,70.78146,86.44636,-1.04065,-24.39742,-32.00545,84.89891,143.87942,59.56017,-131.877,259.379,20.831,306.727,132.894,245.355,175.1499,234.42198,28.23586,21.41429,87.85541,7.709,210,313,17,29,1844,42.2559,-10.93302
8,7,0,"no_out","run",71.9,1.23,152,3.867,9.70819,32.61919,83.66281,90.32014,-2.04229,-17.09164,-27.75557,22.39564,187.2168,49.68326,-150.97808,251.88036,-19.12763,318.47116,129.45502,259.97455,37.43172,330.0183,22.08668,6.39919,91.72161,7.295,210,401,10,16,1847,56.55935,11.54714
9,4,1,"no_out","run",81.912,1.32,187.911,5.08,13.885,49.05546,71.37877,87.71636,0.83374,-20.80449,-32.52939,51.00947,175.57112,90.99988,-135.43,260.536,8.061,320.749,143.131,244.725,108.79029,301.81024,34.0361,10.72986,88.43231,8.309,211,15,21,30,1848,-34.34071,57.08524
8,2,-1,"no_out","run",71.334,1.066,154.195,4.605,-0.06102,39.94595,77.95827,87.59666,0.76008,-19.19507,-28.07595,8.62063,203.19785,68.85174,-126.811,252.437,16.731,322.797,137.374,262.109,26.34023,344.56727,27.32895,-0.07256,88.85896,8.501,211,42,23,30,1850,9.60923,21.77027
7,3,-1,"no_out","run",76.266,1.301,160.117,5.039,-36.40564,51.69362,62.38219,88.82083,2.5833,-24.19569,-31.79061,-115.61139,140.39727,90.73022,-134.848,232.884,-21.799,289.422,129.259,244.504,-226.21199,217.98565,35.82998,-29.95473,90.13628,8.501,211,115,2,30,1852,-91.36399,-14.89835
9,4,0,"no_out","run",88.56,1.034,160.382,4.871,16.86284,43.66385,79.5851,92.32917,1.78651,-19.56682,-30.68182,67.87786,191.29239,78.42109,-139.754,274.194,24.321,311.809,153.885,259.246,142.79559,311.04582,28.28718,11.62106,93.91383,8.501,211,249,26,30,1853,-11.08941,51.79982
7,4,-3,"no_out","run",97.216,1.167,232.269,3.503,-23.06769,34.48301,69.9869,81.35946,0.90998,-23.03748,-23.54179,-56.87815,149.46305,46.55051,-126.826,284.037,19.302,334.065,151.004,263.201,-113.47561,259.88311,25.41161,-18.06046,82.39187,8.807,211,260,5,30,1855,13.35039,-24.15389
9,2,-6,"no_out","no_run",96.155,1.068,232.115,4.07,12.51521,37.82935,64.83776,76.10273,0.59593,-20.15794,-23.43175,43.58774,148.4946,57.27703,-139.976,268.055,-9.39,318.784,158.937,239.467,94.89001,256.40806,30.03009,10.65657,77.17061,8.807,211,410,14,30,1856,-64.04699,16.94106
8,9,3,"no_out","run",91.998,1.068,197.62,4.972,0.27734,50.41267,59.66328,78.11031,0.02376,-24.5059,-28.74096,-12.89612,150.9311,87.59971,-150.457,238.278,-46.564,302.363,116.937,298.201,-45.30362,264.94387,40.26424,0.51116,79.52043,8.59,211,398,23,30,1859,1.26038,-37.41913
9,2,0,"no_out","run",98.973,1.134,208.322,5.071,20.49067,54.22612,61.20924,84.30249,-3.71583,-28.50271,-33.30687,78.13117,141.75528,96.37322,-132.282,272.101,22.848,322.538,148.344,251.469,165.73905,225.97375,40.12184,18.10582,85.84975,8.59,211,161,5,30,1860,17.39505,-25.49525
7,2,1,"no_out","run",90.639,1.401,219.769,4.138,-33.41762,42.4402,57.05952,72.37131,2.80313,-24.96477,-24.65157,-92.40985,132.58449,65.98479,-129.257,250.154,2.729,299.645,118.455,277.274,-177.94872,235.95613,32.94418,-30.12076,79.79752,8.59,211,498,2,30,1862,-48.69172,-14.19787
7,1,2,"no_out","run",82.1,1,156,3.267,-27.49974,31.7229,70.42477,81.98918,-3.74384,-22.68233,-29.21504,-68.771,127.73899,38.40455,-153.80167,230.63102,-23.31059,305.3229,134.95428,266.59774,-145.76852,212.96519,22.68838,-21.89428,82.00716,8.535,211,180,2,30,1863,8.03315000000001,-17.66583
9,0,-3,"no_out","no_run",90,1.13,182,4.466,4.0167,43.6143,63.40246,77.0598,7.61138,-22.25352,-28.61991,25.81663,145.36967,71.22651,-128.14387,269.80951,27.08079,311.02004,127.06125,245.28637,68.52114,249.22011,36.07409,3.43861,77.34843,8.535,211,220,21,30,1864,-58.54011,3.93374
7,4,0,"no_out","no_run",43.2,1.87,79,6.334,-16.9326,77.79191,33.31526,86.30296,5.02457,-37.85655,-21.43665,-55.63104,85.84879,157.46879,-151.21771,259.60104,-37.06107,334.72592,116.09093,290.5295,-110.45299,149.22972,63.99207,-24.94232,89.21655,8.535,211,479,8,30,1865,40.76472,-110.37132
8,8,-1,"no_out","run",89.8,1.37,189,6.4,4.76097,62.4318,82.32974,103.43396,-2.64759,-21.7923,-40.91,11.87773,229.00098,138.34958,-144.42125,252.70509,-21.4427,328.16421,137.18156,281.39352,18.75303,393.04561,37.44348,3.21208,105.20042,8.535,211,283,4,30,1866,40.19573,64.8814
8,2,-1,"no_out","run",90.051,1.439,239.29,3.8,-3.81118,35.12585,84.69163,91.76613,1.69626,-19.88358,-26.07523,6.05216,186.6366,49.70966,-120.964,269.958,14.95,313.068,128.894,261.744,27.1636,330.39531,22.7336,-2.8136,93.11424,8.274,212,179,1,11,1867,12.2136,17.32731
9,8,-2,"no_out","no_run",90.622,1.04,226.861,4.64,6.53777,45.24814,58.76811,74.45688,1.11316,-22.79764,-27.70257,25.77026,142.61525,75.17945,-115.668,261.333,-10.648,317.537,135.58,258.196,61.33329,246.77502,37.5214,6.17263,75.78687,8.274,212,38,24,11,1868,-74.24671,-11.42098
8,3,1,"no_out","run",83.367,1.201,171.762,4.738,2.68552,44.18806,70.37495,83.14102,0.42792,-21.30652,-25.82851,-5.15146,178.56734,76.10952,-132.022,252.414,4.296,301.831,121.534,258.837,-22.84899,311.7694,32.23466,2.38991,84.54641,8.681,212,26,3,20,1869,-27.14499,9.9384
7,4,1,"no_out","run",89.372,1.034,203.818,3.637,-19.92886,36.68279,73.01006,84.10264,0.76008,-19.19507,-28.07595,-63.55211,146.45492,49.68672,-123.391,240.402,-23.562,304.955,117.015,268.278,-140.84178,242.16532,26.10247,-14.81175,85.38314,8.681,212,74,10,20,1872,-17.45078,1.76332000000002
9,1,3,"no_out","run",89.366,0.967,257.546,5.906,9.69768,61.42032,63.62361,88.96328,0.54759,-24.72478,-35.07363,41.68167,170.41793,122.37659,-127.538,259.099,18.777,317.484,139.434,263.491,97.31014,288.15442,42.84939,8.51205,90.4287,8.821,212,78,18,20,1873,-42.12386,24.66342
8,4,3,"no_out","run",88.705,1.102,216.201,5.305,-15.21376,46.79098,80.28989,94.16645,2.14869,-18.9338,-36.04022,-38.79149,217.25029,90.68796,-131.401,269.758,15.715,319.331,138.768,252.076,-60.72413,373.10383,29.83345,-10.79106,95.59796,8.821,212,143,24,20,1874,-76.43913,53.77283
9,6,1,"no_out","run",95.368,1.268,253.099,6.373,22.25548,65.17809,57.12031,89.47748,-2.79322,-31.04955,-34.06744,67.4157,149.96469,140.41568,-141.443,234.266,-32.706,292.207,108.607,275.74,128.88732,270.8938,46.61086,21.60512,94.34327,8.821,212,238,24,20,1876,20.28032,-4.84620000000001
8,9,10,"no_out","no_run",62.678,1.034,57.418,4.004,-5.01538,37.4379,62.60701,73.119,1.39556,-20.85708,-18.84565,-1.88959,146.87055,56.96659,-129.278,273.125,23.665,304.651,143.49,242.018,5.53766,266.65341,30.92506,-4.83218,74.28652,8.827,212,292,12,20,1877,-18.12734,-37.99759
7,7,-3,"no_out","run",91.348,1.435,187.68,4.238,-12.40876,42.12765,73.92587,85.98692,1.78651,-19.56682,-30.68182,-53.56419,170.63051,67.17257,-141.443,268.108,-18.35,332.22,128.387,272.915,-118.82237,285.54673,29.51514,-9.05695,87.49641,8.827,212,74,13,20,1878,22.62063,17.43873
7,3,3,"no_out","no_run",59.8,1.17,126,6.099,-25.0116,69.80241,37.43238,83.06106,12.87986,-30.37102,-24.86762,-68.51992,91.01004,141.95792,-141.03544,271.98006,-19.95329,338.90472,141.4479,266.3871,-124.74667,165.63906,57.60911,-35.07147,84.12211,8.556,212,39,1,20,1880,16.28877,-106.341
7,5,2,"no_out","run",68.2,1.37,145,3.767,-11.52479,34.04425,73.90519,82.18156,-4.87889,-18.69382,-23.32641,-39.34447,163.64878,49.59191,-137.18182,261.08861,14.72906,326.20308,146.05375,273.86188,-85.0363,289.2259,25.91419,-8.47139,82.98153,8.556,212,39,1,20,1881,52.14552,28.13729
8,7,-2,"no_out","run",85.5,1.03,220,4.633,-15.48124,46.09009,60.653,77.73514,9.05435,-22.32046,-21.62576,-32.31358,155.87481,78.22188,-134.69237,263.78303,-8.14287,322.14793,138.55105,262.3595,-50.62697,279.52173,37.07322,-13.73509,79.08099,8.556,212,521,11,20,1882,-42.4841,-42.6262
9,3,5,"no_out","run",67.9,1.27,181,3.868,28.1678,34.19574,77.6574,89.40608,0.22602,-18.65029,-23.55712,79.60445,175.78185,51.02878,-127.31551,281.54662,25.70967,347.74273,138.39801,279.11628,162.70722,305.1276,23.61789,19.42826,90.71154,8.556,212,63,8,20,1883,24.30921,26.01132
9,6,0,"no_out","no_run",72.9,1.2,146,5.401,13.56623,64.66079,44.1842,79.48147,-1.269,-36.59633,-23.93222,45.3451,109.41786,112.92405,-148.55454,249.55549,-5.572,310.86176,117.78784,273.06824,98.16002,186.71825,52.87431,15.73582,80.8926,8.556,212,259,25,20,1884,-19.62782,-86.34999
9,1,2,"no_out","no_run",90.1,1.13,198,6.038,19.98404,68.99931,51.56717,88.42759,3.37055,-30.77333,-37.2718,84.21859,114.30394,139.04557,-126.25006,265.64879,20.3405,315.84245,131.93086,257.90542,168.08649,182.72487,51.68686,22.68051,93.69661,8.556,212,349,29,20,1886,36.15563,-75.18055
8,7,5,"no_out","no_run",90.5,1.23,187,2.634,-7.18108,24.81434,92.32788,95.87365,9.49753,-20.15238,-24.37988,-5.8398,157.76225,27.13059,-141.5028,259.36978,-9.65424,313.07079,135.11648,258.59798,-0.7701,290.25735,16.09836,-5.07693,97.41422,8.556,212,212,29,20,1887,8.88414,-22.81344
9,2,3,"no_out","no_run",71.546,1.034,158.022,3.07,19.04487,29.7489,67.78294,76.43449,0.01029,-23.15565,-22.95776,46.51073,123.70827,35.37029,-140.136,266.503,-7.054,326.848,118.114,258.316,105.38537,219.28106,23.2888,15.39119,77.48433,8.943,213,331,4,3,1893,-12.72863,-39.03494
8,2,3,"no_out","run",95.202,1.068,299.73,4.404,-16.92361,37.26716,84.19693,93.61823,1.59364,-19.03262,-31.4839,-27.9771,207.68541,62.35586,-138.595,265.343,-11.029,326.563,122.762,266.126,-35.39275,358.32037,23.51539,-11.54088,95.10704,8.943,213,323,4,3,1894,-24.36375,31.75737
8,6,-2,"no_out","run",83.8,1,178,4.2,-12.27805,40.36557,79.81683,90.2821,1.78843,-22.10037,-25.60831,-33.0871,191.13295,61.16118,-156.76144,284.28537,-6.43718,339.98974,135.559,268.21445,-66.05345,335.7415,26.04157,-10.07237,91.94392,7.379,214,436,8,14,1900,-59.61627,-4.24824000000001
7,6,10,"no_out","no_run",71.761,2.668,157.349,4.104,-24.47128,38.58613,53.92204,70.67757,1.8622,-23.16719,-19.48903,-63.97158,129.51725,58.83091,-142.794,273.048,-11.34,316.451,138.942,245.955,-119.47321,231.2796,33.3718,-24.22497,71.79378,8.237,215,19,1,23,1901,23.32079,-41.7684
7,4,1,"no_out","run",92.706,0.68,25.348,4.72,-17.72645,51.5296,60.65734,81.54042,1.92262,-25.59285,-27.40009,-64.34712,134.36484,85.81892,-145.665,245.438,-16.207,313.253,136.474,250.797,-137.57306,219.49755,39.05353,-15.94446,82.06421,9.166,216,286,17,29,1902,8.09193999999999,-25.94045
8,7,6,"no_out","run",85.428,2.302,216.92,3.37,5.46538,30.01892,78.62519,84.33817,1.69626,-19.88358,-26.07523,6.79196,164.39419,38.30237,-143.24,261.711,-28.241,338.776,127.059,284.759,2.08582,301.49159,21.21613,4.09838,85.27843,9.291,216,63,8,29,1906,30.32682,-37.28441
7,1,-2,"no_out","run",76.615,1.235,197.33,5.138,-9.09081,52.03462,71.93871,89.24922,0.83374,-20.80449,-32.52939,-48.67997,182.5784,92.62276,-127.303,263.257,9.183,322.94,134.777,265.225,-117.11753,307.2095,35.37455,-6.9934,91.27294,9.281,216,301,6,29,1909,10.18547,43.9525
8,2,1,"no_out","run",100.631,1.101,258.878,3.904,-2.76574,32.0291,74.84747,81.45953,1.33041,-20.78208,-20.37793,-15.20149,169.24709,49.18374,-127.631,243.33,-5.611,305.179,138.272,247.2,-41.04295,291.4946,23.29332,-2.00515,82.626,9.281,216,344,7,29,1910,-35.43195,-13.6844
7,3,0,"no_out","no_run",88.201,1.8,161.896,4.4,-14.64339,46.94538,58.65417,76.54155,1.11316,-22.79764,-27.70257,-46.26047,127.55856,73.41348,-120.158,261.942,-11.673,307.824,135.766,257.565,-100.07987,215.73207,37.70063,-13.72957,77.06159,7.972,217,183,17,10,1912,20.07813,-46.20993
7,6,-3,"no_out","no_run",88.2,1.101,186.254,5.506,-10.10809,56.90883,63.90214,86.16421,0.54759,-24.72478,-35.07363,-45.15101,152.55682,106.46432,-140.669,250.499,6.214,308.911,142.011,261.466,-95.71035,265.05814,41.32679,-8.73676,87.71476,8.141,217,83,29,9,1913,44.95865,14.55914
7,5,7,"no_out","no_run",85.28,1.268,159.825,5.672,-5.1857,63.89287,51.44653,82.1945,-1.09325,-28.63882,-28.98075,-32.35156,131.95242,119.02925,-132.122,242.807,-30.062,303.944,120.413,273.84,-72.41059,233.50483,51.14753,-5.4009,83.6555,8.141,217,256,27,9,1914,59.71141,-9.30216999999999
9,8,-3,"no_out","run",71.493,1.068,197.085,3.503,38.63487,34.74101,76.68961,92.63308,0.31308,-23.57902,-28.85388,100.13452,145.8476,45.51407,-126.181,269.282,23.614,337.499,145.92,257.029,202.59364,231.21758,22.27704,26.31762,94.05612,8.191,217,300,13,10,1915,56.67364,-25.81142
8,2,1,"no_out","run",70.215,2.101,158.009,3.604,-2.75296,33.82939,81.99296,88.74036,1.69626,-19.88358,-26.07523,-19.30977,176.81991,47.58211,-117.789,234.282,8.526,294.643,137.739,240.318,-50.96264,320.88232,22.6702,-1.7142,90.0174,8.191,217,418,6,5,1916,-59.48864,26.23932
7,4,1,"no_out","run",74.923,1,170.946,3.68,-32.38094,35.63555,70.12132,85.06126,1.05194,-23.00382,-28.87653,-82.55042,142.52665,50.44977,-126.063,246.951,13.11,308.154,138.275,261.41,-164.28355,234.28867,24.41445,-24.34642,85.47884,8.806,218,64,25,8,1920,-38.22055,-12.66233
9,3,-1,"no_out","run",92.41,1.068,235.833,4.705,22.75784,48.44728,54.24174,76.20515,-2.33478,-26.39368,-27.89225,71.40585,127.28248,81.58157,-133.169,270.055,13.982,318.719,153.085,239.568,140.30292,224.4253,39.6778,22.52005,77.5916,9.656,219,169,5,21,1923,-12.78208,-15.1427
9,0,0,"no_out","run",76.832,2.234,213.705,3.003,23.46683,30.29874,95.12529,102.55499,1.28469,-20.34781,-29.28107,60.92809,172.81959,34.48002,-132.198,284.326,10.117,327.541,137.273,253.356,133.78533,302.41741,17.58263,13.48681,103.92427,9.656,219,417,1,21,1924,-3.48767000000001,49.06141
7,3,0,"no_out","run",58.498,2.97,135.54,2.87,-15.07827,26.24416,87.26118,92.36137,1.36086,-20.96977,-24.27679,-43.08919,153.67549,30.96339,-132.478,247.095,-6.264,303.208,129.218,251.594,-104.26898,270.81067,16.77397,-9.40641,93.68004,9.656,219,407,18,21,1925,28.20902,23.71567
7,7,-4,"no_out","run",62.989,2.101,170.13,4.605,-25.16068,60.24493,63.15125,90.83277,2.7195,-27.55209,-33.25336,-91.74112,154.95706,109.29527,-139.237,258.698,-9.988,296.28,117.189,250.947,-196.45394,242.98365,41.58441,-21.12765,92.67459,9.656,219,85,16,21,1926,-57.21694,-15.71435
